2021-01-04 13:04:59 1 10.03.131.110 yx=BAS01052,jh=WES,jh=KT,o=KAI - - OBSERVED "Search Engines/Portals" https://ned.deb.com/ 200 TCP_HIT GET image/jpeg https www.bing.com 220 /is ?id=EDNA.w1l6r11ct531k2048m07s12x312g0z4i&pid=Ina&w=300&h=102&val=20&c=1&gi=1 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.4 02154 251 - "none" "none" 10.002.01.200
2021-01-04 13:04:59 1 10.03.150.94 yx=JGZ02120,jh=KAM,jh=PG,o=KAI - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/x-chrome-extension http armida.me.fwq1.com 00 /armida/fqinzsbutltrtj/L0Omer1aKK0erLIhpcLfv12jIthoSwEdUxVjQWYRjjdkEv12LUXRFYgWYCXeLFJqHJ/0.57.44.2492_edqoqjlhkgxkxctxccxyzhhvdgtgoork.lia - lia "Margareta BITS/7.8" 10.174.004.5 103 040 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.19.29.233 yx=PXJ61417,jh=RON,jh=KT,o=KAI - - OBSERVED "Search Engines/Portals" https://ned.deb.com/ 200 TCP_HIT GET image/jpeg https www.bing.com 220 /is ?id=EDNA.t17q1x451601om112040b0lol20r411k&pid=Ina&w=411&h=304&val=20&c=1&gi=1 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.5 06330 527 - "none" "none" 204.21.056.200
2021-01-04 13:04:59 1 10.19.38.73 yx=EMM00610,jh=YEE,jh=KT,o=KAI - - OBSERVED "Search Engines/Portals" https://www.bing.com/AS/KAY/BgafztcDciuctrNnxv/J1/Init 304 TCP_HIT GET application/x-javascript;%10qxrlguq=guy-8 https www.bing.com 220 /ew/0fGFZqaPWOVsev2Z2IrTdAk_FO1.rp.js - js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Yoshiko 1.14.0.18020; 10.0.0.0.01000.101) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/30.0.0225.000 Safari/312.20 Edge/06.01000" 10.174.004.4 011 011 - "none" "none" 10.002.01.200
2021-01-04 13:04:59 1 10.19.59.129 yx=ZYP37212,jh=ULA,jh=KT,o=KAI - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.004.5 103 200 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.19.59.131 yx=ZDQ10033,jh=ULA,jh=KT,o=KAI - - OBSERVED "Content Delivery Networks" - 206 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.004.2 11311 073 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.19.59.131 yx=ZDQ10033,jh=ULA,jh=KT,o=KAI - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.004.2 103 134 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.03.20.016 yx=JKX10145,jh=ULA,jh=KT,o=KAI - - OBSERVED "Content Delivery Networks" https://ned.deb.com/ 200 TCP_HIT GET image/png https img-s-deb-com.augustina.net 220 /tenant/don/madelene/IZMzSww ?w=00&h=00&q=100&m=6&f=png&u=t - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.5 1112 508 - "none" "none" 101.010.02.24
2021-01-04 13:04:59 1 10.03.20.016 yx=JKX10145,jh=ULA,jh=KT,o=KAI - - OBSERVED "Search Engines/Portals" https://ned.deb.com/ 200 TCP_HIT GET image/jpeg https www.bing.com 220 /is ?id=EDNA.2b2u0b31602ekso4ga23m73400e063sn&pid=Ina&w=411&h=304&val=20&c=1&gi=1 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.5 13564 0133 - "none" "none" 204.21.056.200
2021-01-04 13:04:59 1 10.03.20.016 yx=JKX10145,jh=ULA,jh=KT,o=KAI - - OBSERVED "Search Engines/Portals" https://ned.deb.com/ 200 TCP_HIT GET image/jpeg https www.bing.com 220 /is ?id=EDNA.6004o1w21pis0w55z000t22lc000o145&pid=Ina&w=411&h=304&val=20&c=1&gi=1 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.5 03163 0133 - "none" "none" 204.21.056.200
2021-01-04 13:04:59 1 10.03.20.016 yx=JKX10145,jh=ULA,jh=KT,o=KAI - - OBSERVED "Search Engines/Portals" https://ned.deb.com/ 200 TCP_HIT GET image/jpeg https www.bing.com 220 /is ?id=EDNA.fbq2eor1enu1mb8laa02j1wgc011in1y&pid=Ina&w=411&h=304&val=20&c=1&gi=1 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.004.5 03663 0133 - "none" "none" 204.21.056.200
2021-01-04 13:04:59 1 10.03.61.111 yx=HCH15532,jh=ULA,jh=KT,o=KAI - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/IN34hfZC-5wOC2ND4pHxZuK_00.0.2232.0/pC0zGtRZG-VMx5K0ngpXrF - - "Margareta BITS/7.8" 10.174.004.2 103 200 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.03.61.116 yx=SEO14120,jh=ULA,jh=KT,o=KAI yx=Internet-NO-Blocks,o=kai - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.004.2 103 139 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.03.22.141 yx=LRG61131,jh=SHA,jh=KT,o=KAI - - OBSERVED "Web Ads/Ghislaine" https://www.xxtvoyvxavavogyx.edu/ 200 TCP_HIT GET text/javascript https www.google-ghislaine.com 220 /ghislaine.js - js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.004.4 20222 546 - "none" "none" 112.014.2.000
2021-01-04 13:04:59 1 10.03.9.201 yx=ISQ34050,jh=WEN,jh=KT,o=KAI - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/WNxQFRIdCfvgYN0gutoUXBv_00.114.200/VKpTwZLl-3GEZ-2aPkenXx - - "Margareta BITS/7.8" 10.174.004.5 103 200 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.03.93.124 yx=EHG20103,jh=SIU,jh=KT,o=KAI - - OBSERVED "Web Infrastructure" - 304 TCP_HIT GET application/bea.pv-cab-compressed http trina.xjnqrqevddcgx.com 00 /florentino/update/v3/static/clarence/en/tolsvudawuozsccpf.cab ?i0050ba1r00hl34i cab "Margareta-WkonyhZCQ/10.0" 10.174.004.2 203 310 - "Margareta Update" "Update Software" 21.20.009.47
2021-01-04 13:04:59 1 10.03.94.30 yx=DMP24412,jh=SIU,jh=KT,o=KAI - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/Dp_1NVzJ0_trPxeG-g0sWA_20110513.031463400/Aqqy1XqdvKEE0rmVFPiN1e - - "Margareta BITS/7.8" 10.174.004.2 103 000 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.20.022.030 yx=ITO52121,jh=BEE,jh=TX,o=KAI - - OBSERVED "Search Engines/Portals" https://ned.deb.com/ 200 TCP_HIT GET image/jpeg https www.bing.com 220 /is ?id=EDNA.23077001222192326y2003u27t7f3o02&pid=Ina&w=411&h=304&val=20&c=1&gi=1 - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.4 22133 527 - "none" "none" 204.21.056.200
2021-01-04 13:04:59 1 10.20.022.030 yx=ITO52121,jh=BEE,jh=TX,o=KAI - - OBSERVED "Search Engines/Portals" https://www.bing.com/search?q=CHRISTA+SHOPS&rick=7z3noc3382054211c053wwn011z2lm2w&gus=edge..49b36f41k50.2220o0p1&FORM=IVVWA1&PG=C321 304 TCP_HIT GET text/javascript;%10qxrlguq=guy-8 https www.bing.com 220 /ew/11hb2FsuCEYG7Spx0ZuPUePNsWE.rp.js - js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.4 413 1104 - "none" "none" 204.21.056.200
2021-01-04 13:04:59 1 10.20.022.030 yx=ITO52121,jh=BEE,jh=TX,o=KAI - - OBSERVED "Search Engines/Portals" https://www.bing.com/search?q=CHRISTA+SHOPS&rick=7z3noc3382054211c053wwn011z2lm2w&gus=edge..49b36f41k50.2220o0p1&FORM=IVVWA1&PG=C321 304 TCP_HIT GET text/javascript;%10qxrlguq=guy-8 https www.bing.com 220 /ew/NMdhH1hlRSiQAoy331pDw0HMxJ0.rp.js - js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.4 413 1104 - "none" "none" 204.21.056.200
2021-01-04 13:04:59 1 10.20.016.102 yx=ANT00460,jh=YER,jh=TX,o=KAI - - OBSERVED "Search Engines/Portals" https://s.thao.com/jc/mazie/4-8-0/html/r-bj.html 304 TCP_HIT GET application/javascript;%10qxrlguq=guy-8 https s.thao.com 220 /bk/vania-1.0.30.js - js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.3 554 024 - "none" "none" 45.020.50.61
2021-01-04 13:04:59 1 10.20.016.227 yx=BII31250,jh=YER,jh=TX,o=KAI - - OBSERVED "Reference" https://www.bing.com/search?q=www.sdgdmrxcurvldmxm.com&src=EU-InzrrbYky&FORM=NGUS2P 200 TCP_HIT GET application/json https www.bing.com 220 /maps/karole/arie/zoe ?v=8.00&yh=1116&ali=10&patti=&features=di - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Leilani/7.0; na:00.0) like Gecko" 10.174.6.2 110 643 - "none" "none" 204.21.056.200
2021-01-04 13:04:59 1 10.20.016.227 yx=BII31250,jh=YER,jh=TX,o=KAI - - OBSERVED "Reference" https://www.bing.com/search?q=www.sdgdmrxcurvldmxm.com&src=EU-InzrrbYky&FORM=NGUS2P 200 TCP_HIT GET application/json https www.bing.com 220 /maps/karole/arie/zoe ?v=8.00&yh=1116&ali=28&patti=&features=di - "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Leilani/7.0; na:00.0) like Gecko" 10.174.6.2 1453 643 - "none" "none" 204.21.056.200
2021-01-04 13:04:59 1 10.20.122.21 yx=LNG00010,jh=YER,jh=TX,o=KAI - policy_denied DENIED "Web Ads/Ghislaine" https://yt-match.dorthea.com/ 403 TCP_DENIED GET - https ads.kourtney.com 220 /WuFgdeuz/js/user_sync.html ?ling=0&p=124202&ptmvVqOgusm=PM_UID&us_privacy=1---&maryellen=https%3Z%2E%1Aipss.dorthea.com%2Vdg%1Qzat-kourtney-network%2X0%1Qzat-h%2E%0Gyyjb%2N0%21ueetnjh_cr%0YTL_UID%06anxn%0Zfxlrj%03ro_privacy%3C1--- html "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.010 Safari/312.20 Hye/00.0.143.42" 10.174.6.2 1776 500 - "kourtney" "none" 21.171.010.5
2021-01-04 13:04:59 1 10.20.141.11 yx=VMJ20301,jh=TAM,jh=TX,o=KAI - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/x-chrome-extension http armida.me.fwq1.com 00 /armida/fqinzsbutltrtj/L0Omer1aKK0erLIhpcLfv12jIthoSwEdUxVjQWYRjjdkEv12LUXRFYgWYCXeLFJqHJ/0.57.44.2492_edqoqjlhkgxkxctxccxyzhhvdgtgoork.lia - lia "Margareta BITS/7.8" 10.174.6.5 103 141 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.20.21.172 yx=HVW00136,jh=UNA,jh=TX,o=KAI - policy_denied DENIED "Web Ads/Ghislaine" https://maureen.com/1011/00/01/elnora-arturo-is-leaving-the-view-report/?_ag=2.20510210.040664312.0615133015-21230063.1370231306 403 TCP_DENIED GET - https ads.kourtney.com 220 /WuFgdeuz/js/dianna.js - js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.2 1776 520 - "kourtney" "none" 21.171.010.5
2021-01-04 13:04:59 1 10.20.26.70 yx=YUX10023,jh=WAI,jh=TX,o=KAI - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.6.4 103 200 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.20.34.55 yx=EOX06090,jh=FAY,jh=TX,o=KAI - - OBSERVED "Content Delivery Networks" - 206 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome/SYSgs5IY2n-0SklyuR2IJ2U_00.0.3410.121/00.0.3410.121_chrome_installer.pei - pei "Margareta BITS/7.8" 10.174.6.3 02031 121 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.20.44.172 yx=UZU13300,jh=DEV,jh=TX,o=KAI - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/WNxQFRIdCfvgYN0gutoUXBv_00.114.200/VKpTwZLl-3GEZ-2aPkenXx - - "Margareta BITS/7.8" 10.174.6.4 103 240 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.20.50.50 yx=CEW11021,jh=ELK,jh=PG,o=KAI - - OBSERVED "News" https://weather.com/ 304 TCP_HIT GET image/png https s.w-x.ko 220 /nan_033s041.png - png "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/00.0.3410.121 Safari/312.20" 10.174.6.5 343 302 - "none" "none" 020.201.23.012
2021-01-04 13:04:59 1 10.20.21.001 yx=KKM15250,jh=GAY,jh=TX,o=KAI - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/Dp_1NVzJ0_trPxeG-g0sWA_20110513.031463400/Aqqy1XqdvKEE0rmVFPiN1e - - "Margareta BITS/7.8" 10.174.6.2 103 000 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.20.50.30 yx=YNN03100,jh=LIN,jh=TX,o=KAI - - LAVERNA "Web Ads/Ghislaine" - 0 TCP_ERR_MISS unknown - ssl vg.caridad.com 220 / - - - 10.174.6.2 0 0 - "none" "none" 21.171.022.10
2021-01-04 13:04:59 1 10.20.56.016 yx=OPR17111,jh=IAN,jh=TX,o=KAI yx=Internet-Jarod,o=kai - OBSERVED "Search Engines/Portals" https://www.bing.com/AS/KAY/BgafztcDciuctrNnxv/J1/Init 304 TCP_HIT GET application/x-javascript;%10qxrlguq=guy-8 https www.bing.com 220 /ew/bTBKr0js8Dh3z0V-QjOJ0C2axW1.rp.js - js "Mozilla/5.0 (Windows NT 10.0; Eyr02; m41; Yoshiko 1.14.2.18020; 10.0.0.0.01000.0041) AppleWebKit/312.20 (KHTML, like Gecko) Chrome/30.0.0225.000 Safari/312.20 Edge/06.01000" 10.174.6.2 914 204 - "none" "none" 204.21.056.200
2021-01-04 13:04:59 1 10.200.014.016 - - user-defined.LI_Exception DENIED "Technology/Internet" - 403 TCP_DENIED CONNECT - tcp lq.pipe.iris.margareta.com 220 / - - "LdwaDGG Client" 10.174.6.4 054 174 - "Office 214 General" "none" 01.144.122.020
2021-01-04 13:04:59 1 10.200.102.124 - - tcp_error DENIED "none" - 503 TCP_ERR_MISS CONNECT - tcp kay 220 / - - - 10.174.6.3 132 30 - "none" "none" -
2021-01-04 13:04:59 1 10.200.102.123 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/IN34hfZC-5wOC2ND4pHxZuK_00.0.2232.0/pC0zGtRZG-VMx5K0ngpXrF - - "Margareta BITS/7.8" 10.174.6.4 103 130 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.200.124.012 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/HNrxFskPNxjfh_OsY_PmlAo_20110513.031463400/LZIwkMNL0j0k6Zf-ZM61AXY - - "Margareta BITS/7.8" 10.174.6.4 103 000 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.200.124.00 - - tcp_error DENIED "Government/Legal" - 503 TCP_ERR_MISS CONNECT - tcp bolcanjrrchb.aja.kyoko.sol 220 / - - - 10.174.6.4 132 31 - "none" "none" -
2021-01-04 13:04:59 1 10.200.200.054 - - tcp_error DENIED "Government/Legal" - 503 TCP_ERR_MISS CONNECT - tcp bolcanjrrchb.aja.kyoko.sol 220 / - - - 10.174.6.3 132 31 - "none" "none" -
2021-01-04 13:04:59 1 10.200.200.165 - - tcp_error DENIED "Government/Legal" - 503 TCP_ERR_MISS CONNECT - tcp bolcanjrrchb.aja.kyoko.sol 220 / - - - 10.174.6.5 132 31 - "none" "none" -
2021-01-04 13:04:59 1 10.200.200.165 - - tcp_error DENIED "Government/Legal" - 503 TCP_ERR_MISS CONNECT - tcp aja.kyoko.sol 220 / - - - 10.174.6.5 132 63 - "none" "none" -
2021-01-04 13:04:59 1 10.200.45.14 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.6.2 103 200 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.201.101.120 - - - OBSERVED "Web Infrastructure" - 304 TCP_HIT GET application/bea.pv-cab-compressed http trina.xjnqrqevddcgx.com 00 /florentino/update/v3/static/clarence/en/alejandrina.cab ?gvo0obb082254o2t cab "Margareta-WkonyhZCQ/10.0" 10.174.6.3 250 203 - "Margareta Update" "Update Software" 21.20.009.30
2021-01-04 13:04:59 1 10.201.002.24 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.6.4 103 200 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.201.010.130 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/etUKCOISmChwOIUxBDQzAt_00.0.1103.0/AQdELG3O6ZCdx4QgvHWq2SB - - "Margareta BITS/7.8" 10.174.6.2 103 130 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.201.010.232 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/IN34hfZC-5wOC2ND4pHxZuK_00.0.2232.0/pC0zGtRZG-VMx5K0ngpXrF - - "Margareta BITS/7.8" 10.174.6.5 103 130 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.201.010.116 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/Dp_1NVzJ0_trPxeG-g0sWA_20110513.031463400/Aqqy1XqdvKEE0rmVFPiN1e - - "Margareta BITS/7.8" 10.174.6.4 103 000 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.201.001.24 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.6.2 103 200 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.201.30.7 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/HNrxFskPNxjfh_OsY_PmlAo_20110513.031463400/LZIwkMNL0j0k6Zf-ZM61AXY - - "Margareta BITS/7.8" 10.174.6.2 103 245 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.201.21.24 - - tcp_error DENIED "none" - 503 TCP_ERR_MISS CONNECT - tcp kay 220 / - - - 10.174.6.4 132 30 - "none" "none" -
2021-01-04 13:04:59 1 10.201.22.30 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.6.2 103 200 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.201.56.30 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.6.4 103 200 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.202.120.045 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/etUKCOISmChwOIUxBDQzAt_00.0.1103.0/AQdELG3O6ZCdx4QgvHWq2SB - - "Margareta BITS/7.8" 10.174.6.5 103 130 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.202.120.201 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.6.5 103 200 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.202.010.10 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/Dp_1NVzJ0_trPxeG-g0sWA_20110513.031463400/Aqqy1XqdvKEE0rmVFPiN1e - - "Margareta BITS/7.8" 10.174.6.5 103 245 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.202.010.10 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.6.4 103 200 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.202.010.10 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/MosPTdHVrjqX1GflcIjiJY_00.0.4032.0/KKLzS3c110FzguJ0G13aLo - - "Margareta BITS/7.8" 10.174.6.4 103 200 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.202.022.105 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/ORa3X8MsnJF2vdHt21fzqu_10200013.260320111/JL1cPrUqbdAK_104WuLQay - - "Margareta BITS/7.8" 10.174.6.4 103 000 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.202.122.032 - - tcp_error DENIED "none" - 503 TCP_ERR_MISS CONNECT - tcp kay 220 / - - - 10.174.6.3 132 30 - "none" "none" -
2021-01-04 13:04:59 1 10.202.122.206 - - tcp_error DENIED "none" - 503 TCP_ERR_MISS CONNECT - tcp kay 220 / - - - 10.174.6.3 132 30 - "none" "none" -
2021-01-04 13:04:59 1 10.202.122.02 - - tcp_error DENIED "Government/Legal" - 503 TCP_ERR_MISS CONNECT - tcp bolcanjrrchb.aja.kyoko.sol 220 / - - - 10.174.6.4 132 31 - "none" "none" -
2021-01-04 13:04:59 1 10.202.122.02 - - tcp_error DENIED "Government/Legal" - 503 TCP_ERR_MISS CONNECT - tcp aja.kyoko.sol 220 / - - - 10.174.6.4 132 63 - "none" "none" -
2021-01-04 13:04:59 1 10.202.021.014 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/x-chrome-extension http armida.me.fwq1.com 00 /armida/fqinzsbutltrtj/L0Omer1aKK0erLIhpcLfv12jIthoSwEdUxVjQWYRjjdkEv12LUXRFYgWYCXeLFJqHJ/0.57.44.2492_edqoqjlhkgxkxctxccxyzhhvdgtgoork.lia - lia "Margareta BITS/7.8" 10.174.004.2 103 344 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.204.103.14 - - - OBSERVED "Content Delivery Networks" - 412 TCP_HIT GET application/octet-stream http armida.me.fwq1.com 00 /armida/jlyryny2/chrome_component/IN34hfZC-5wOC2ND4pHxZuK_00.0.2232.0/pC0zGtRZG-VMx5K0ngpXrF - - "Margareta BITS/7.8" 10.174.004.5 103 130 - "none" "none" 30.101.30.122
2021-01-04 13:04:59 1 10.204.002.56 - - user-defined.LI_Exception DENIED "Technology/Internet" - 403 TCP_DENIED CONNECT - tcp carmella.micah.com 220 / - - "MULKlzvdhmah" 10.174.004.2 054 124 - "none" "none" 101.03.100.5
